Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
40,Blake Bortles\BortBl00,2017,25,3-Jan,JAX,NFL,16,16,1,0,0,13
41,Joey Bosa\BosaJo00,2017,22,3-Jan,LAC,NFL,16,16,1,1,0,13
42,Kevin Byard\ByarKe01,2017,24,Mar-64,TEN,NFL,16,16,1,1,1,13
43,Brandin Cooks\CookBr00,2017,24,20-Jan,NWE,NFL,16,15,1,0,0,13
44,David DeCastro\DeCaDa00,2017,27,24-Jan,PIT,NFL,15,15,1,1,1,13
45,Rob Gronkowski\GronRo00,2017,28,Feb-42,NWE,NFL,14,14,1,1,1,13
46,Tyreek Hill\HillTy00,2017,23,5-165,KAN,NFL,15,13,1,1,0,13
47,Melvin Ingram\IngrMe00,2017,28,18-Jan,LAC,NFL,16,16,1,1,0,13
48,Linval Joseph\JoseLi99,2017,29,Feb-46,MIN,NFL,16,16,1,1,0,13
49,Zack Martin\MartZa00,2017,27,16-Jan,DAL,NFL,16,16,1,1,0,13
50,Philip Rivers\RivePh00,2017,36,4-Jan,LAC,NFL,16,16,1,1,0,13
51,Adam Thielen\ThieAd00,2017,27,,MIN,NFL,16,16,1,1,0,13
52,Michael Thomas\ThomMi05,2017,24,Feb-47,NOR,NFL,16,14,1,1,0,13
53,Keenan Allen\AlleKe00,2017,25,Mar-76,LAC,NFL,16,15,1,1,0,12
54,A.J. Bouye\BouyA.00,2017,26,,JAX,NFL,16,16,1,1,0,12
55,Kirk Cousins\CousKi00,2017,29,4-102,WAS,NFL,16,16,1,0,0,12
56,Malik Jackson\JackMa02,2017,27,5-137,JAX,NFL,16,16,1,1,0,12
57,Marcus Mariota\MariMa01,2017,24,2-Jan,TEN,NFL,15,15,1,0,0,12
58,Von Miller\MillVo00,2017,28,2-Jan,DEN,NFL,16,16,1,1,0,12
59,Yannick Ngakoue\NgakYa00,2017,22,Mar-69,JAX,NFL,16,16,1,1,0,12
60,Rodger Saffold\SaffRo20,2017,29,Feb-33,LAR,NFL,15,15,1,0,0,12
61,Darius Slay\SlayDa00,2017,26,Feb-36,DET,NFL,16,16,1,1,1,12
62,Harrison Smith\SmitHa00,2017,28,29-Jan,MIN,NFL,16,16,1,1,1,12
63,Tyrod Taylor\TaylTy00,2017,28,6-180,BUF,NFL,15,14,1,0,0,12
64,Daryl Williams\WillDa06,2017,25,4-102,CAR,NFL,16,16,1,0,0,12
65,Anthony Barr\BarrAn00,2017,25,9-Jan,MIN,NFL,16,16,1,1,0,11
66,Jacoby Brissett\BrisJa00,2017,25,Mar-91,IND,NFL,16,15,1,0,0,11
67,Johnathan Hankins\HankJo00,2017,25,Feb-49,IND,NFL,15,15,1,0,0,11
68,DeAndre Hopkins\HopkDe00,2017,25,27-Jan,HOU,NFL,15,15,1,1,1,11
69,Deion Jones\JoneDe01,2017,23,Feb-52,ATL,NFL,16,16,1,1,0,11
70,Ryan Kerrigan\KerrRy00,2017,29,16-Jan,WAS,NFL,16,16,1,1,0,11
71,Dion Lewis\LewiDi00,2017,27,5-149,NWE,NFL,16,8,1,0,0,11
72,Khalil Mack\MackKh00,2017,26,5-Jan,OAK,NFL,16,16,1,1,0,11
73,LeSean McCoy\McCoLe01,2017,29,Feb-53,BUF,NFL,16,16,1,1,0,11
74,Xavier Rhodes\RhodXa00,2017,27,25-Jan,MIN,NFL,16,16,1,1,1,11
75,Terrell Suggs\SuggTe99,2017,35,10-Jan,BAL,NFL,16,16,1,1,0,11
76,Larry Warford\WarfLa00,2017,26,Mar-65,NOR,NFL,14,14,1,1,0,11
77,Geno Atkins\AtkiGe99,2017,29,4-120,CIN,NFL,16,15,1,1,0,10
78,David Bakhtiari\BakhDa00,2017,26,4-109,GNB,NFL,12,12,1,0,0,10
79,Michael Bennett\BennMi99,2017,32,,SEA,NFL,16,16,1,1,0,10
80,Brandon Brooks\BrooBr00,2017,28,Mar-76,PHI,NFL,16,16,1,1,0,10
81,Derek Carr\CarrDe02,2017,26,Feb-36,OAK,NFL,15,15,1,1,0,10
82,Jurrell Casey\CaseJu00,2017,28,Mar-77,TEN,NFL,16,16,1,1,0,10
83,Jadeveon Clowney\ClowJa00,2017,24,1-Jan,HOU,NFL,16,16,1,1,0,10
84,Andy Dalton\DaltAn00,2017,30,Feb-35,CIN,NFL,16,16,1,0,0,10
85,Eric Fisher\FishEr00,2017,26,1-Jan,KAN,NFL,16,15,1,0,0,10
86,Travis Frederick\FredTr00,2017,26,31-Jan,DAL,NFL,16,16,1,1,0,10
87,Melvin Gordon\GordMe00,2017,24,15-Jan,LAC,NFL,16,16,1,0,0,10
88,Akiem Hicks\HickAk00,2017,28,Mar-89,CHI,NFL,16,16,1,0,0,10
89,Malcolm Jenkins\JenkMa99,2017,30,14-Jan,PHI,NFL,16,16,1,1,0,10
90,Travis Kelce\KelcTr00,2017,28,Mar-63,KAN,NFL,15,15,1,1,0,10
91,Eric Kendricks\KendEr00,2017,25,Feb-45,MIN,NFL,16,16,1,0,0,10
92,Taylor Lewan\LewaTa00,2017,26,11-Jan,TEN,NFL,16,16,1,1,0,10
93,Bennie Logan\LogaBe00,2017,28,Mar-67,KAN,NFL,15,12,1,0,0,10
94,Shaq Mason\MasoSh01,2017,24,4-131,NWE,NFL,16,16,1,0,0,10
95,Ryan Ramczyk\RamcRy00,2017,23,Jan-32,NOR,NFL,16,16,1,0,0,10
96,JuJu Smith-Schuster\SmitJu00,2017,21,Feb-62,PIT,NFL,14,7,1,0,0,10
97,Nate Solder\SoldNa00,2017,29,17-Jan,NWE,NFL,16,16,1,0,0,10
98,Earl Thomas\ThomEa99,2017,28,14-Jan,SEA,NFL,14,14,1,1,0,10
99,Joe Thuney\ThunJo00,2017,25,Mar-78,NWE,NFL,16,16,1,0,0,10
100,Max Unger\UngeMa20,2017,31,Feb-49,NOR,NFL,16,16,1,0,0,10
101,Alejandro Villanueva\VillAl00,2017,29,,PIT,NFL,16,16,1,1,0,10
102,Eric Weddle\WeddEr99,2017,32,Feb-37,BAL,NFL,16,16,1,1,0,10
103,Jameis Winston\WinsJa00,2017,23,1-Jan,TAM,NFL,13,13,1,0,0,10
104,David Andrews\AndrDa00,2017,25,,NWE,NFL,14,14,1,0,0,9
105,Budda Baker\BakeBu00,2017,21,Feb-36,ARI,NFL,16,7,1,1,1,9
106,Joe Berger\BergJo20,2017,35,6-207,MIN,NFL,16,16,1,0,0,9
107,Nigel Bradham\BradNi00,2017,28,4-105,PHI,NFL,15,15,1,0,0,9
108,Alex Collins\CollAl00,2017,23,5-171,BAL,NFL,15,12,1,0,0,9
109,Mike Daniels\DaniMi00,2017,28,4-132,GNB,NFL,14,14,1,1,0,9
110,Demario Davis\DaviDe00,2017,28,Mar-77,NYJ,NFL,16,16,1,0,0,9
111,Thomas Davis\DaviTh20,2017,34,14-Jan,CAR,NFL,15,15,1,1,0,9
112,Stefon Diggs\DiggSt00,2017,24,5-146,MIN,NFL,14,14,1,0,0,9
113,Ezekiel Elliott\ElliEz00,2017,22,4-Jan,DAL,NFL,10,10,1,0,0,9
114,Joe Flacco\FlacJo00,2017,32,18-Jan,BAL,NFL,16,16,1,0,0,9
115,Trey Flowers\FlowTr00,2017,24,4-101,NWE,NFL,14,14,1,0,0,9
116,Devonta Freeman\FreeDe00,2017,25,4-103,ATL,NFL,14,14,1,0,0,9
117,Ted Ginn\GinnTe00,2017,32,9-Jan,NOR,NFL,15,10,1,0,0,9
118,Graham Glasgow\GlasGr00,2017,25,Mar-95,DET,NFL,16,16,1,0,0,9
119,Brandon Graham\GrahBr99,2017,29,13-Jan,PHI,NFL,15,15,1,0,0,9
120,A.J. Green\GreeA.00,2017,29,4-Jan,CIN,NFL,16,16,1,1,0,9
121,Rodney Hudson\HudsRo00,2017,28,Feb-55,OAK,NFL,16,16,1,1,0,9
122,Danielle Hunter\HuntDa01,2017,23,Mar-88,MIN,NFL,16,16,1,0,0,9
123,Richie Incognito\IncoRi20,2017,34,Mar-81,BUF,NFL,16,16,1,1,0,9
124,Myles Jack\JackMy00,2017,22,Feb-36,JAX,NFL,16,16,1,0,0,9
125,Marvin Jones\JoneMa02,2017,27,5-166,DET,NFL,16,16,1,0,0,9
126,Reshad Jones\JoneRe99,2017,29,5-163,MIA,NFL,16,16,1,1,0,9
127,Matt Kalil\KaliMa00,2017,28,4-Jan,CAR,NFL,16,16,1,0,0,9
128,Cooper Kupp\KuppCo00,2017,24,Mar-69,LAR,NFL,15,6,1,0,0,9
129,T.J. Lang\LangT.20,2017,30,4-109,DET,NFL,13,13,1,1,0,9
130,Jake Matthews\MattJa00,2017,25,6-Jan,ATL,NFL,16,16,1,0,0,9
131,Christian McCaffrey\McCaCh01,2017,21,8-Jan,CAR,NFL,16,10,1,0,0,9
132,Josh McCown\McCoJo01,2017,38,Mar-81,NYJ,NFL,13,13,1,0,0,9
133,Gerald McCoy\McCoGe99,2017,29,3-Jan,TAM,NFL,15,15,1,1,0,9
134,Jerick McKinnon\McKiJe00,2017,25,Mar-96,MIN,NFL,16,1,1,0,0,9
135,Russell Okung\OkunRu20,2017,30,6-Jan,LAC,NFL,15,15,1,1,0,9
136,Kelechi Osemele\OsemKe00,2017,28,Feb-60,OAK,NFL,16,16,1,1,0,9
137,Andrus Peat\PeatAn00,2017,24,13-Jan,NOR,NFL,15,14,1,0,0,9
138,Patrick Peterson\PetePa00,2017,27,5-Jan,ARI,NFL,16,16,1,1,0,9
139,Maurkice Pouncey\PounMa20,2017,28,18-Jan,PIT,NFL,15,15,1,1,0,9
140,Riley Reiff\ReifRi00,2017,29,23-Jan,MIN,NFL,15,15,1,0,0,9
141,Brandon Scherff\ScheBr00,2017,26,5-Jan,WAS,NFL,14,14,1,1,0,9
142,Joe Schobert\SchoJo00,2017,24,Apr-99,CLE,NFL,16,16,1,1,0,9
143,Wes Schweitzer\SchwWe00,2017,24,6-195,ATL,NFL,16,16,1,0,0,9
144,Ryan Shazier\ShazRy00,2017,25,15-Jan,PIT,NFL,12,12,1,1,0,9
145,Joe Staley\StalJo20,2017,33,28-Jan,SFO,NFL,15,15,1,1,0,9
146,Aqib Talib\TaliAq99,2017,31,20-Jan,DEN,NFL,15,15,1,1,0,9
147,Golden Tate\TateGo00,2017,29,Feb-60,DET,NFL,16,12,1,0,0,9
148,Wesley Woodyard\WoodWe20,2017,31,,TEN,NFL,16,16,1,0,0,9
149,Davante Adams\AdamDa01,2017,25,Feb-53,GNB,NFL,14,14,1,1,0,8
150,Nelson Agholor\AghoNe00,2017,24,20-Jan,PHI,NFL,16,10,1,0,0,8
151,Jamal Agnew\AgneJa00,2017,22,5-165,DET,NFL,13,0,1,0,1,8
152,Kwon Alexander\AlexKw00,2017,23,4-124,TAM,NFL,12,12,1,1,0,8
153,Lorenzo Alexander\AlexLo99,2017,34,,BUF,NFL,16,11,1,0,0,8
154,Danny Amendola\AmenDa00,2017,32,,NWE,NFL,15,8,1,0,0,8
155,Doug Baldwin\BaldDo00,2017,29,,SEA,NFL,16,16,1,1,0,8
156,Jamon Brown\BrowJa04,2017,24,Mar-72,LAR,NFL,16,16,1,0,0,8
157,Dez Bryant\BryaDe01,2017,29,24-Jan,DAL,NFL,16,16,1,0,0,8
158,A.J. Cann\CannA.00,2017,26,Mar-67,JAX,NFL,15,15,1,0,0,8
159,La'el Collins\CollLa01,2017,24,,DAL,NFL,16,16,1,0,0,8
160,Landon Collins\CollLa00,2017,23,Feb-33,NYG,NFL,15,15,1,1,0,8
161,Vinny Curry\CurrVi00,2017,29,Feb-59,PHI,NFL,16,16,1,0,0,8
162,Karlos Dansby\DansKa20,2017,36,Feb-33,ARI,NFL,16,15,1,0,0,8
163,Carlos Dunlap\DunlCa99,2017,28,Feb-54,CIN,NFL,16,16,1,0,0,8
164,Pat Elflein\ElflPa00,2017,23,Mar-70,MIN,NFL,14,14,1,0,0,8
165,Zach Ertz\ErtzZa00,2017,27,Feb-35,PHI,NFL,14,13,1,1,0,8
166,Mike Evans\EvanMi00,2017,24,7-Jan,TAM,NFL,15,15,1,0,0,8
167,Larry Fitzgerald\FitzLa00,2017,34,3-Jan,ARI,NFL,16,16,1,1,0,8
168,Leonard Fournette\FourLe00,2017,22,4-Jan,JAX,NFL,13,13,1,0,0,8
169,Devin Funchess\FuncDe00,2017,23,Feb-41,CAR,NFL,16,16,1,0,0,8
170,Brandon Fusco\FuscBr00,2017,29,6-172,SFO,NFL,16,16,1,0,0,8
171,Ben Gedeon\GedeBe00,2017,23,4-120,MIN,NFL,16,9,1,0,0,8
172,Eddie Goldman\GoldEd00,2017,23,Feb-39,CHI,NFL,15,15,1,0,0,8
173,Marquise Goodwin\GoodMa00,2017,27,Mar-78,SFO,NFL,16,16,1,0,0,8
174,Frank Gore\GoreFr00,2017,34,Mar-65,IND,NFL,16,16,1,0,0,8
175,Lawrence Guy\GuyxLa00,2017,27,7-233,NWE,NFL,16,15,1,0,0,8
176,Rob Havenstein\HaveRo00,2017,25,Feb-57,LAR,NFL,15,15,1,0,0,8
177,T.Y. Hilton\HiltT.00,2017,28,Mar-92,IND,NFL,16,16,1,1,0,8
178,Justin Houston\HousJu00,2017,28,Mar-70,KAN,NFL,15,15,1,0,0,8
179,Austin Howard\HowaAu20,2017,30,,BAL,NFL,16,16,1,0,0,8
180,James Hurst\HursJa00,2017,26,,BAL,NFL,16,16,1,0,0,8
181,Carlos Hyde\HydeCa00,2017,27,Feb-57,SFO,NFL,16,16,1,0,0,8
182,Micah Hyde\HydeMi00,2017,27,5-159,BUF,NFL,16,16,1,1,0,8
183,Grady Jarrett\JarrGr00,2017,24,5-137,ATL,NFL,16,16,1,0,0,8
184,Alshon Jeffery\JeffAl00,2017,27,Feb-45,PHI,NFL,16,16,1,0,0,8
185,Ryan Jensen\JensRy00,2017,26,6-203,BAL,NFL,16,16,1,0,0,8
186,Tom Johnson\JohnTo01,2017,33,,MIN,NFL,16,15,1,0,0,8
187,Abry Jones\JoneAb00,2017,26,,JAX,NFL,15,15,1,0,0,8
188,Daniel Kilgore\KilgDa00,2017,30,5-163,SFO,NFL,16,16,1,0,0,8
189,Marshon Lattimore\LattMa01,2017,21,11-Jan,NOR,NFL,13,13,1,1,0,8
190,Darron Lee\LeexDa00,2017,23,20-Jan,NYJ,NFL,15,15,1,0,0,8
191,Corey Linsley\LinsCo00,2017,26,5-161,GNB,NFL,16,16,1,0,0,8
192,Brandon Marshall\MarsBr01,2017,28,5-142,DEN,NFL,16,16,1,0,0,8
193,Blake Martinez\MartBl01,2017,23,4-131,GNB,NFL,16,16,1,0,0,8
194,Morgan Moses\MoseMo00,2017,26,Mar-66,WAS,NFL,16,16,1,0,0,8
195,Keanu Neal\NealKe01,2017,22,17-Jan,ATL,NFL,16,16,1,1,0,8
196,Alec Ogletree\OgleAl00,2017,26,30-Jan,LAR,NFL,15,15,1,0,0,8
197,Kevin Pamphile\PampKe00,2017,27,5-149,TAM,NFL,16,15,1,0,0,8
198,Donald Penn\PennDo20,2017,34,,OAK,NFL,14,14,1,1,0,8
199,Michael Pierce\PierMi00,2017,25,,BAL,NFL,16,13,1,0,0,8
200,Jason Pierre-Paul\PierJa99,2017,28,15-Jan,NYG,NFL,16,16,1,0,0,8
201,Spencer Pulley\PullSp00,2017,24,,LAC,NFL,16,16,1,0,0,8
202,Sheldon Richardson\RichSh00,2017,27,13-Jan,SEA,NFL,15,15,1,0,0,8
203,Elandon Roberts\RobeEl00,2017,23,6-214,NWE,NFL,15,14,1,0,0,8
204,A'Shawn Robinson\RobiAS00,2017,22,Feb-46,DET,NFL,16,16,1,0,0,8
205,Cam Robinson\RobiCa00,2017,22,Feb-34,JAX,NFL,15,15,1,0,0,8
206,Donovan Smith\SmitDo02,2017,24,Feb-34,TAM,NFL,16,16,1,0,0,8
207,Preston Smith\SmitPr00,2017,25,Feb-38,WAS,NFL,16,16,1,0,0,8
208,Tyron Smith\SmitTy00,2017,27,9-Jan,DAL,NFL,13,13,1,1,0,8
209,Ronnie Stanley\StanRo00,2017,23,6-Jan,BAL,NFL,15,15,1,0,0,8
210,John Sullivan\SullJo24,2017,32,6-187,LAR,NFL,15,15,1,0,0,8
211,Lane Taylor\TaylLa01,2017,28,,GNB,NFL,15,15,1,0,0,8
212,Trai Turner\TurnTr01,2017,24,Mar-92,CAR,NFL,13,13,1,1,0,8
213,Mitch Unrein\UnreMi00,2017,30,,CHI,NFL,12,8,1,0,0,8
214,Tahir Whitehead\WhitTa00,2017,27,5-138,DET,NFL,16,16,1,0,0,8
215,Kenny Wiggins\WiggKe00,2017,29,,LAC,NFL,16,16,1,0,0,8
216,Leonard Williams\WillLe02,2017,23,6-Jan,NYJ,NFL,16,16,1,0,0,8
217,Vince Williams\WillVi01,2017,28,6-206,PIT,NFL,16,16,1,0,0,8
218,Robert Woods\WoodRo02,2017,25,Feb-41,LAR,NFL,12,11,1,0,0,8
219,K.J. Wright\WrigK.00,2017,28,Apr-99,SEA,NFL,15,15,1,0,0,8
220,Anthony Zettel\ZettAn00,2017,25,6-202,DET,NFL,16,16,1,0,0,8
221,Frank Zombo\ZombFr00,2017,30,,KAN,NFL,16,9,1,0,0,8
222,Jamal Adams\AdamJa00,2017,22,6-Jan,NYJ,NFL,16,16,1,0,0,7
223,Mike Adams\AdamMi21,2017,36,,CAR,NFL,16,16,1,0,0,7
224,Mario Addison\AddiMa00,2017,30,,CAR,NFL,16,16,1,0,0,7
225,Jay Ajayi\AjayJa00,2017,24,5-149,2TM,NFL,14,8,1,0,0,7
226,Javorius Allen\AlleJa01,2017,26,4-125,BAL,NFL,16,0,1,0,0,7
227,Kiko Alonso\AlonKi00,2017,27,Feb-46,MIA,NFL,16,16,1,0,0,7
228,C.J. Anderson\AndeC.00,2017,26,,DEN,NFL,16,16,1,0,0,7
229,Robby Anderson\AndeRo04,2017,24,,NYJ,NFL,16,15,1,0,0,7
230,Ezekiel Ansah\AnsaEz00,2017,28,5-Jan,DET,NFL,14,14,1,0,0,7
231,Ray-Ray Armstrong\ArmsRa01,2017,26,,2TM,NFL,15,6,1,0,0,7
232,Mark Barron\BarrMa00,2017,28,7-Jan,LAR,NFL,14,14,1,0,0,7
233,Kelvin Beachum\BeacKe00,2017,28,7-248,NYJ,NFL,16,16,1,0,0,7
234,Russell Bodine\BodiRu00,2017,25,4-111,CIN,NFL,16,16,1,0,0,7
235,Clint Boling\BoliCl00,2017,28,4-101,CIN,NFL,16,16,1,0,0,7
236,Tre Boston\BostTr00,2017,25,4-128,LAC,NFL,16,15,1,0,0,7
237,NaVorro Bowman\BowmNa99,2017,29,Mar-91,2TM,NFL,15,15,1,0,0,7
238,Justin Britt\BritJu00,2017,26,Feb-64,SEA,NFL,16,16,1,0,0,7
239,Michael Brockers\BrocMi00,2017,27,14-Jan,LAR,NFL,16,15,1,0,0,7
240,Malcom Brown\BrowMa01,2017,23,Jan-32,NWE,NFL,13,12,1,0,0,7
241,Preston Brown\BrowPr00,2017,25,Mar-73,BUF,NFL,16,16,1,0,0,7
242,Zach Brown\BrowZa00,2017,28,Feb-52,WAS,NFL,13,13,1,0,0,7
243,DeForest Buckner\BuckDe00,2017,23,7-Jan,SFO,NFL,16,16,1,0,0,7
244,De'Vondre Campbell\CampDe00,2017,24,4-115,ATL,NFL,16,16,1,0,0,7
245,James Carpenter\CarpJa00,2017,28,25-Jan,NYJ,NFL,16,16,1,0,0,7
246,Brandon Carr\CarrBr99,2017,31,5-140,BAL,NFL,16,16,1,0,0,7
247,Kenny Clark\ClarKe01,2017,22,27-Jan,GNB,NFL,15,15,1,0,0,7
248,Tevin Coleman\ColeTe01,2017,24,Mar-73,ATL,NFL,15,3,1,0,0,7
249,Maliek Collins\CollMa00,2017,22,Mar-67,DAL,NFL,16,16,1,0,0,7
250,Jack Conklin\ConkJa00,2017,23,8-Jan,TEN,NFL,16,16,1,0,0,7
251,Tyrone Crawford\CrawTy00,2017,28,Mar-81,DAL,NFL,16,14,1,0,0,7
252,Lavonte David\DaviLa00,2017,27,Feb-58,TAM,NFL,13,13,1,0,0,7
253,Jarrad Davis\DaviJa01,2017,22,21-Jan,DET,NFL,14,14,1,0,0,7
254,Tyeler Davison\DaviTy01,2017,25,5-154,NOR,NFL,16,16,1,0,0,7
255,Bud Dupree\DuprAl00,2017,24,22-Jan,PIT,NFL,15,15,1,0,0,7
256,Nick Easton\EastNi00,2017,25,,MIN,NFL,12,12,1,0,0,7
257,Jahri Evans\EvanJa21,2017,34,4-108,GNB,NFL,14,14,1,0,0,7
258,Ramon Foster\FostRa21,2017,31,,PIT,NFL,14,14,1,0,0,7
259,Zach Fulton\FultZa00,2017,26,6-193,KAN,NFL,15,12,1,0,0,7
260,Breno Giacomini\GiacBr20,2017,32,5-150,HOU,NFL,16,16,1,0,0,7
261,Damon Harrison\HarrDa03,2017,29,,NYG,NFL,16,15,1,0,0,7
262,Jordan Howard\HowaJo00,2017,23,5-150,CHI,NFL,16,16,1,0,0,7
263,Jerry Hughes\HughJe99,2017,29,31-Jan,BUF,NFL,16,16,1,0,0,7
264,Germain Ifedi\IfedGe00,2017,23,31-Jan,SEA,NFL,16,16,1,0,0,7
265,Bruce Irvin\IrviBr00,2017,30,15-Jan,OAK,NFL,16,16,1,0,0,7
266,Eddie Jackson\JackEd01,2017,25,4-112,CHI,NFL,16,16,1,0,0,7
267,Gabe Jackson\JackGa00,2017,26,Mar-81,OAK,NFL,15,15,1,0,0,7
268,Jordan Jenkins\JenkJo01,2017,23,Mar-83,NYJ,NFL,16,15,1,0,0,7
269,Timmy Jernigan\JernTi00,2017,25,Feb-48,PHI,NFL,15,15,1,0,0,7
270,Derrick Johnson\JohnDe25,2017,35,15-Jan,KAN,NFL,15,15,1,0,0,7
271,Michael Johnson\JohnMi98,2017,30,Mar-70,CIN,NFL,15,15,1,0,0,7
272,Trumaine Johnson\JohnTr05,2017,27,Mar-65,LAR,NFL,16,15,1,0,0,7
273,Ben Jones\JoneBe01,2017,28,Apr-99,TEN,NFL,16,16,1,0,0,7
274,Christian Jones\JoneCh05,2017,26,,CHI,NFL,16,11,1,0,0,7
275,Matt Judon\JudoMa00,2017,25,5-146,BAL,NFL,16,12,1,0,0,7
276,Mychal Kendricks\KendMy00,2017,27,Feb-46,PHI,NFL,15,13,1,0,0,7
277,Christian Kirksey\KirkCh00,2017,25,Mar-71,CLE,NFL,16,16,1,0,0,7
278,Josh Kline\KlinJo01,2017,28,,TEN,NFL,16,16,1,0,0,7
279,Jarvis Landry\LandJa00,2017,25,Feb-63,MIA,NFL,16,16,1,1,0,7
280,Andy Levitre\LeviAn20,2017,31,Feb-51,ATL,NFL,13,13,1,0,0,7
281,Brandon Linder\LindBr00,2017,25,Mar-93,JAX,NFL,13,13,1,0,0,7
282,Marshawn Lynch\LyncMa00,2017,31,12-Jan,OAK,NFL,15,15,1,0,0,7
283,Eli Manning\MannEl00,2017,36,1-Jan,NYG,NFL,15,15,1,0,0,7
284,Rishard Matthews\MattRi00,2017,28,7-227,TEN,NFL,14,11,1,0,0,7
285,Benardrick McKinney\McKiBe00,2017,25,Feb-43,HOU,NFL,16,16,1,0,0,7
286,Steve McLendon\McLeSt00,2017,31,,NYJ,NFL,16,14,1,0,0,7
287,Rodney McLeod\McLeRo00,2017,27,,PHI,NFL,14,14,1,0,0,7
288,Brandon Mebane\MebaBr99,2017,32,Mar-85,LAC,NFL,16,16,1,0,0,7
289,Lamar Miller\MillLa01,2017,26,Apr-97,HOU,NFL,16,13,1,0,0,7
290,Jalen Mills\MillJa02,2017,23,7-233,PHI,NFL,15,15,1,0,0,7
291,Jordan Mills\MillJo02,2017,27,5-163,BUF,NFL,16,16,1,0,0,7
292,Earl Mitchell\MitcEa99,2017,30,Mar-81,SFO,NFL,16,16,1,0,0,7
293,Joe Mixon\MixoJo00,2017,21,Feb-48,CIN,NFL,14,7,1,0,0,7
294,Derrick Morgan\MorgDe99,2017,28,16-Jan,TEN,NFL,14,14,1,0,0,7
295,DeMarco Murray\MurrDe00,2017,29,Mar-71,TEN,NFL,15,15,1,0,0,7
