Player,Team,Salary Cap Value,Cash Spent
Ronald Jones\JoneRo01,Buccaneers,1285805,3703220
Joe Mixon\MixoJo00,Bengals,1238673,712735
Mike Davis\DaviMi01,Seahawks,1237500,1350000
Carlos Hyde\HydeCa00,Jaguars,1220588,1195588
Kerryon Johnson\JohnKe06,Lions,1182490,3289960
Fozzy Whittaker,Panthers,1150000,1150000
Spencer Ware\WareSp00,Chiefs,1108334,1750000
Frank Gore\GoreFr00,Dolphins,1105000,1105000
Benny Cunningham\CunnBe01,Bears,1037500,1050000
Tevin Coleman\ColeTe01,Falcons,977939,791628
Kenyan Drake\DrakKe00,Dolphins,910315,705000
Alvin Kamara\KamaAl00,Saints,878193,635000
Brandon Bolden\BoldBr00,Dolphins,850000,850000
C.J. Prosise\ProsC.00,Seahawks,833116,660000
Derrius Guice,Redskins,825806,1863224
Buck Allen,Ravens,823618,705000
D'Onta Foreman\ForeDO00,Texans,778371,588500
James Conner\ConnJa00,Steelers,754572,578000
Cameron Artis-Payne\ArtiCa00,Panthers,746563,705000
Royce Freeman\FreeRo00,Broncos,729255,1477020
Devontae Booker\BookDe00,Broncos,725848,630000
Alfred Blue\BlueAl00,Texans,720000,880000
Samaje Perine\PeriSa00,Redskins,719947,555000
Kenneth Dixon\DixoKe00,Ravens,717391,630000
Tarik Cohen\CoheTa00,Bears,713289,555000
Rod Smith\SmitRo06,Cowboys,705000,705000
Raheem Mostert\MostRa00,49ers,705000,705000
DeAndre Washington\WashDe00,Raiders,697299,630000
Jamaal Williams\WillJa06,Packers,696498,555000
Jordan Howard\HowaJo00,Bears,692006,630000
Wendell Smallwood\SmalWe00,Eagles,691145,630000
Nyheim Hines\HineNy00,Colts,661137,1204548
Marlon Mack\MackMa00,Colts,659912,555000
Wayne Gallman\GallWa00,Giants,659912,555000
Mark Walton\WaltMa00,Bengals,651337,1165348
Robert Kelley\KellRo00,Redskins,631000,630000
Alfred Morris\MorrAl00,49ers,630000,790000
Jalen Richard\RichJa01,Raiders,630000,630000
Senorise Perry,Dolphins,630000,630000
Stevan Ridley\RidlSt00,Steelers,630000,790000
Adrian Peterson\PeteAd01,Redskins,630000,1015000
Peyton Barber\BarbPe01,Buccaneers,630000,630000
Alex Collins\CollAl00,Ravens,630000,630000
David Fluellen\FlueDa00,Titans,630000,630000
Malcolm Brown\BrowMa03,Rams,630000,630000
Kalen Ballage\BallKa00,Dolphins,627295,1069180
Ito Smith\SmitIt00,Falcons,621453,1087107
Marcus Murphy\MurpMa03,Bills,602118,602118
Taiwan Jones,Bills,594529,704235
Chase Edmonds\EdmoCh00,Cardinals,593089,932356
Chris Carson\CarsCh00,Seahawks,571285,555000
Justin Davis\DaviJu00,Rams,560000,555000
Austin Ekeler\EkelAu00,Chargers,556666,555000
C.J. Ham\HamxC.00,Vikings,555000,555000
Matt Breida\BreiMa00,49ers,546254,544588
Jordan Wilkins\WilkJo01,Colts,540310,721240
T.J. Logan\LogaT.00,Cardinals,530487,480000
Corey Clement\ClemCo00,Eagles,527098,523765
John Kelly\KellJo00,Rams,527073,668292
Brian Hill\HillBr02,Falcons,522353,522353
Aaron Jones\JoneAa00,Packers,519369,468882
Dwayne Washington\WashDw00,Saints,518824,518824
Trenton Cannon\CannTr00,Jets,514807,619228
Elijah McGuire\McGuEl00,Jets,513835,471706
Byron Marshall\MarsBy01,Redskins,490588,490588
Elijhaa Penny\PennEl00,Giants,489706,489706
Darrel Williams\WillDa10,Chiefs,485000,495000
Mike Boone\BoonMi00,Vikings,482500,487500
Buddy Howell,Texans,480000,480000
Phillip Lindsay\LindPh00,Broncos,478118,488118
Paul Perkins,Giants,461137,398000
Shaun Wilson\WilsSh01,Buccaneers,435156,441823
Josh Adams\AdamJo03,Eagles,423529,423529
Ameer Abdullah\AbduAm00,Vikings,412586,412586
Justin Jackson\JackJu01,Chargers,395294,395294
Daniel Lasco,Saints,393000,393000
D.J. Foster,Cardinals,393000,393000
Ty Montgomery\MontTy01,Ravens,379324,379324
Zach Zenner\ZennZa00,Lions,373235,373235
De'Lance Turner\TurnDe01,Ravens,369177,369177
J.D. Moore,Chiefs,364666,368000
Johnny Stanton,Vikings,363000,363000
Chris Warren,Raiders,363000,363000
Elijah Hood,Panthers,363000,363000
Anthony Firkser,Titans,338824,338824
David Williams\WillDa011,Jaguars,338824,338824
Dontrell Hilliard,Browns,338824,338824
Gus Edwards\EdwaGu00,Ravens,338824,338824
Detrez Newsome\NewsDe00,Chargers,310588,310588
Taquan Mizzell\MizzTa00,Bears,293824,293824
Matt Dayes,49ers,261176,261176
Kenjon Barner\BarnKe00,Panthers,259412,325294
Travaris Cadet\CadeTr00,Panthers,259412,325294
Tra Carson,Packers,226589,226589
Jonathan Williams\WillJo07,Colts,222353,222353
Jeff Wilson\WilsJe01,49ers,169412,169412
Charcandrick West\WestCh01,Chiefs,148235,148235
Trey Edmunds,Steelers,130588,130588
Jeremy McNichols\McNiJe00,Titans,130588,130588
Jordan Chunn,Cowboys,129200,129200
Brian Hill\HillBr02,Falcons,129200,129200
Ryan Nall,Bears,129200,129200
Reggie Bonnafon,Panthers,129200,129200
Robert Martin,Giants,121600,121600
Tyler Ervin,Ravens,105000,105000
De'Angelo Henderson\HendDe01,Jets,97941,97941
Troymaine Pope,Chargers,97941,97941
C.J. Anderson\AndeC.00,Rams,92941,92941
Keith Ford\FordKe00,Bills,84706,84706
Boston Scott,Eagles,84706,84706
Brandon Wilds\WildBr01,Cardinals,83600,83600
Kapri Bibbs\BibbKa00,Packers,82941,82941
Donnel Pumphrey,Eagles,76000,76000
James Butler,Raiders,76000,76000
Devante Mays,Browns,76000,76000
Jeremy Langford\LangJe00,Falcons,74118,74118
Darius Jackson\JackDa01,Cowboys,65294,65294
Lavon Coleman,Packers,56471,56471
Bo Scarbrough,Seahawks,56471,56471
Josh Ferguson,Texans,53200,53200
Roc Thomas\ThomRo05,Vikings,53200,53200
Mark Thompson,Jets,38000,38000
Dare Ogunbowale,Buccaneers,30400,30400
Ralph Webb,Steelers,30400,30400
Dalyn Dawkins,Titans,30400,30400
Khalfani Muhammad,Broncos,30400,30400
Quinton Flowers,Bengals,28235,28235
Joel Bouagnon,Jets,22800,22800
Justin Stockton,Lions,15200,15200
Russ Hansbrough,Redskins,15200,15200
Le'Veon Bell,Steelers,0,0
