Player,Team,Salary Cap Value,Cash Spent
Damien Williams\WillDa05,Dolphins,601168.00,600000.00
Robert Turbin\TurbRo00,Colts,600000.00,760000.00
Antonio Andrews\AndrAn00,Titans,600000.00,600000.00
Orleans Darkwa\DarkOr00,Giants,600000.00,600000.00
Kenjon Barner\BarnKe00,Eagles,600000.00,600000.00
Jordan Todman\TodmJo00,Colts,600000.00,600000.00
Fitzgerald Toussaint\TousFi00,Steelers,600000.00,600000.00
Travaris Cadet\CadeTr00,Saints,600000.00,760000.00
Mike Gillislee\GillMi00,Bills,600000.00,600000.00
Terrance West\WestTe00,Ravens,600000.00,600000.00
Tyler Ervin\ErviTy00,Texans,586892.00,997568.00
Jay Ajayi\AjayJa00,Dolphins,580203.00,525000.00
Cameron Artis-Payne\ArtiCa00,Panthers,566563.00,525000.00
Jacquizz Rodgers\RodgJa00,Buccaneers,564706.00,715294.00
Devontae Booker\BookDe00,Broncos,545848.00,833392.00
Kenneth Dixon\DixoKe00,Ravens,545848.00,833392.00
Marcus Murphy\MurpMa03,Saints,542322.00,525000.00
Thomas Rawls\RawlTh00,Seahawks,530000.00,525000.00
Corey Grant\GranCo00,Jaguars,526666.00,525000.00
Zach Zenner\ZennZa00,Lions,526666.00,525000.00
George Atkinson\AtkiGe01,Browns,525000.00,525000.00
Kapri Bibbs\BibbKa00,Broncos,525000.00,525000.00
DeAndre Washington\WashDe00,Raiders,517299.00,719196.00
Paul Perkins\PerkPa00,Giants,513137.00,702548.00
Jordan Howard\HowaJo00,Bears,512006.00,698024.00
Wendell Smallwood\SmalWe00,Eagles,511145.00,694580.00
Jonathan Williams\WillJo07,Bills,510229.00,690916.00
Alex Collins\CollAl00,Seahawks,496096.00,634384.00
DuJuan Harris\HarrDu01,49ers,491755.00,491755.00
Dwayne Washington\WashDw00,Lions,468941.00,525764.00
Daniel Lasco\LascDa00,Saints,468868.00,525472.00
Kenneth Farrow\FarrKe02,Chargers,451666.00,455000.00
Robert Kelley\KellRo00,Redskins,451000.00,453000.00
Malcolm Brown\BrowMa03,Rams,450000.00,450000.00
Peyton Barber\BarbPe01,Buccaneers,450000.00,450000.00
Jalen Richard\RichJa01,Raiders,450000.00,450000.00
Kerwynn Williams\WillKe05,Cardinals,423529.00,423529.00
Knile Davis\DaviKn00,Chiefs,357353.00,357353.00
Juwan Thompson\ThomJu01,Broncos,352941.00,352941.00
Josh Ferguson\FergJo02,Colts,351333.00,358000.00
Dexter McCluster\McClDe00,Chargers,330335.00,330335.00
Terron Ward\WardTe00,Falcons,308824.00,308824.00
Christine Michael\MichCh00,Packers,277941.00,277941.00
Antone Smith\SmitAn01,Buccaneers,276706.00,335530.00
Ronnie Hillman\HillRo00,Chargers,268235.00,268235.00
Mack Brown\BrowMa02,Redskins,264706.00,264706.00
Akeem Hunt\HuntAk01,Texans,247059.00,247059.00
Don Jackson\JackDo01,Packers,243000.00,243000.00
Paul Lasike\LasiPa00,Bears,211765.00,211765.00
Justin Forsett\ForsJu00,Broncos,208235.00,208235.00
Troymaine Pope\PopeTr00,Seahawks,185294.00,185294.00
Joique Bell\BellJo01,Lions,141176.00,178824.00
D.J. Foster\FostD.01,Patriots,132353.00,132353.00
Khiry Robinson\RobiKh00,Jets,110824.00,158824.00
Bronson Hill\HillBr01,Jaguars,105882.00,105882.00
Brandon Wilds\WildBr01,Jets,105882.00,105882.00
Byron Marshall\MarsBy01,Eagles,79412.00,79412.00
Terrence Magee\MageTe00,Seahawks,61765.00,61765.00
Rod Smith\SmitRo06,Cowboys,55200.00,55200.00
Aaron Green\GreeAa01,Rams,52941.00,52941.00
Joe Banyard\BanyJo00,Jaguars,39706.00,39706.00
Daryl Richardson\RichDa00,Jaguars,35294.00,35294.00
Austin Johnson\JohnAu00,Buccaneers,35294.00,35294.00
Andre Williams\WillAn00,Chargers,35294.00,35294.00
Raheem Mostert\MostRa00,49ers,30882.00,30882.00
Brandon Burks\BurkBr00,Jets,26471.00,26471.00
Terrell Watson\WatsTe00,Eagles,26471.00,26471.00
Russell Hansbrough\HansRu00,Buccaneers,26471.00,26471.00
Rod Smith\SmitRo06,Cowboys,0.00,0.00
,,,
,,,
